,Unnamed: 0,course_id,title,topics,about,instructors,language,metrics,product_glance,average_score,ratings_count,reviews_count,skills,syllabus,recommendations,url
1434,1434,russian,Русский язык как инструмент успешной коммуникации,"['Language Learning', 'Other Languages']","Русский язык изменяется постоянно; это совершенно естественный процесс, ведь не меняются только мёртвые языки. Сегодня на изменение языковой системы влияют различные факторы: интернет-коммуникация, средства массовой информации, воздействие других языков – в первую очередь английского. 

Как мы можем оценить эти изменения: они улучшают язык или «портят» его? 

Автор представленного курса вместе со слушателями ищет ответ на этот вопрос. Специфика курса, который в университетской программе традиционно называется «Русский язык и культура речи», состоит в том, что он является общеобразовательным и повсеместно читается студентам самых разных факультетов. В российских вузах его ежегодно слушают экономисты, юристы, психологи, биологи, информатики, историки, спортсмены… В онлайн-курсе предпринимается попытка дать базовые знания, необходимые для эффективного освоения дисциплины студентами различных направлений и специальностей как российских, так и зарубежных вузов. Курс будет интересен студентам (бакалаврам и магистрантам) нефилологических факультетов, слушающим курс «Русский язык» («Русский язык и культура речи») в качестве общеобразовательного, а также всем интересующимся русским языком и изменениями, происходящими в нём сегодня.

Слушатели, познакомившиеся с курсом, смогут получить или обновить теоретические знания в области устройства языковой системы и тенденций развития языка, а также усовершенствовать практические навыки анализа текста на примере публицистического стиля, востребованного в настоящее время.

Данный курс включает уроки для отличников, которые содержат важные дополнительные материалы на базе основного курса, позволяющие получить более глубокие и обширные знания по теме. Слушатели, которые, помимо основного курса, успешно выполнили все задания для отличников, имеют возможность получить сертификаты с отличием.

Сертификат о прохождении данного курса дает дополнительные баллы при поступлении в магистратуру Национального исследовательского Томского государственного университета. Перечень магистерских программ находится по ссылке: https://pro-online.tsu.ru/edu/student/table.php",['Нина Александровна Агапова (Nina A. Agapova)'],Russian,"['16,161 already enrolled!', '3,123 recent views']","['100% online', 'Flexible deadlines', 'Approx. 9 hours to complete', 'Russian']",4.5,37,37,[],"['Добро пожаловать на курс «Русский язык как инструмент успешной коммуникации»', 'Зачем нам нужны языковые правила, и кто их выдумывает?', 'Меняющийся язык в меняющемся мире', 'Язык СМИ и его влияние на общество', 'Заимствованная лексика: нужна ли она языку и в каком количестве?']","['economy-russia-transition', 'hsk-3-part2']",https://www.coursera.org/learn/russian
1436,1436,rynki-kapitala-finansovyye-instituty,"Рынки капитала и финансовые институты или ""О чужих деньгах""","['Business', 'Business Essentials']","Рынки капитала и финансовые институты – вокруг нас. Это огромная отрасль, в которой действуют могущественные игроки, часто бросающие вызовы инвесторам и широкой публике и подвергающие их серьезным рискам. 
Курс позволяет в нескучной форме познакомиться с основами современного рынка капитала, проанализировать его фундаментальные проблемы, осознать глубинные интересы участников рынка, понять истинное значение финансовых терминов и сигналов.

Слушатели будут лучше понимать финансовые новости, не будут поддаваться на радужные обещания финансистов и опасные авантюры, станут более защищенными от рыночных угроз, получат возможность использовать приобретенные знания и навыки для успешного профессионального и карьерного роста как в области финансов, так и в других видах деятельности и в обычной жизни.",['Konstantin Kontor'],Russian,"['5,795 already enrolled!']","['100% online', 'Flexible deadlines', 'Beginner Level', 'Approx. 25 hours to complete', 'Russian']",4.900000095367432,13,13,[],"['Идеальные рынки капитала. Проблемы, порождаемые частной информацией.', 'Преодоление проблем частной информации.  Банки (1) – мониторинг и диверсификация. ', 'Банки (2) – трансформация активов  и создание ликвидности.  Уязвимость банков по отношению к панике.  ', 'Банковское регулирование и реформирование. Расчетно-платежные услуги. Банк 3.0.  ']","['economy-russia-transition', 'russian-trademark-law']",https://www.coursera.org/learn/rynki-kapitala-finansovyye-instituty
1481,1481,sliyaniye-pogloshcheniye,"Инвестиционные проекты, слияния и поглощения","['Business', 'Finance']","В этом курсе вы сможете получить знания и навыки инвестиционного анализа в компании и выбора проектов, способных увеличить стоимость бизнеса. Мы рассмотрим оценку проектов, нацеленных на органический рост компании изнутри, и проектов ее роста через стратегические приобретения бизнесов (сделки M&A). Курс входит в специализацию “Корпоративные финансы и стоимость компании”, включающую 5 связанных курсов и заключительный прикладной проект “Мастерство создания стоимости компании”.

Команда преподавателей курса, включающая представителей академической среды и бизнеса, поможет вам разобраться со сложностями оценки эффективности инвестиционных проектов, которая необходима для принятия решения о стратегии дальнейшего развития бизнеса – идти ли компании по пути расширения текущих производственных мощностей или принять активное участие в консолидации отрасли через приобретения или слияния с конкурентами.

Разделы первой части данного курса посвящены анализу проектов, направленных на органический рост, и помогут вам лучше понять критерии распределения инвестиционного бюджета между несколькими вариантами расширения производства. В разделах второй части курса вы сможете узнать об эффективности сделок слияний и приобретений (M&A), принципах расчета синергетического эффекта от приобретения компании, а также последовательно пройти через все этапы сделки M&A.

После успешного завершения курса вы сможете рассчитать экономическую эффективность инвестиционного проекта, учесть в финансовой модели возможности синергии от сделки M&A, сравнить альтернативные инвестиционные проекты и выбрать наиболее оптимальный с точки зрения различных инвестиционных критериев.

Представленный в курсе набор практических знаний эквивалентен нескольким годам работы в данной отрасли и позволит вам существенно нарастить багаж знаний, необходимых при трудоустройстве на работу, связанную с анализом инвестиционных проектов, включая сопровождение сделок M&A.

Для прохождения курса вам понадобятся базовые знания в области корпоративных финансов, которые можно получить в 1 и 2 курсе специализации.","['Партин Илья Маркович', 'Григорьева Светлана Александровна', 'Бончев Иван Радилов', 'Пирогов Никита Константинович']",Russian,"['3,842 already enrolled!', '2,373 recent views']","['Course 1 of 1 in the', '100% online', 'Flexible deadlines', 'Approx. 16 hours to complete', 'Russian']",4.699999809265137,7,7,[],"['Неделя 1. Анализ эффективности инвестиционных проектов', 'Неделя 2. Формирование инвестиционной программы компании', 'Неделя 3. Адаптация рекомендаций критериев эффективности инвестиционных проектов к реальности', 'Неделя 4. Создание стоимости в сделках M&A']","['economy-russia-transition', 'russian-trademark-law']",https://www.coursera.org/learn/sliyaniye-pogloshcheniye
1482,1482,sluchajnye-graphy,Случайные графы,"['Math and Logic', 'Math and Logic']","Издавна среди жителей Кёнигсберга была распространена такая загадка: как пройти по всем мостам через реку Преголя, не проходя ни по одному из них дважды. Многие кёнигсбержцы пытались решить эту задачу как теоретически, так и практически во время прогулок. Доказать или опровергнуть возможность существования такого маршрута никто не мог до 1736 года, когда выдающийся математик Леонард Эйлер не написал письмо своему другу с решением. Ответ был «нельзя». Так и родилась теория графов. Но что будет, если процесс, который описывает граф – случаен?

Теория случайных графов находится на стыке теории графов и теории вероятностей. Наука появилась в середине ХХ века, и она сразу же привлекла огромное внимание как со стороны чистых математиков, так и со стороны прикладников. В курсе мы изучим как основы теории случайных графов, так и настоящие ее жемчужины.

Мы научимся воспринимать многие сложные системы как ""случайные графы"". Среди них – интернет, социальные сети (Фейсбука, Вконтакте), биологические, межбанковские сети.

Прослушав этот курс, вы проникнетесь чрезвычайно красивой математической теорией и научитесь решать комбинаторные и алгоритмические задачи на случайных графах. Все эти знания позволят нам затем перейти к курсу веб-графов, в котором мы расскажем о самых современных приложениях вероятностно-графовых моделей и конструкций.

Для освоения материала будет достаточно математики школьного уровня, базовых знаний комбинаторики и теории вероятностей.","['Андрей Райгородский', 'Максим Жуковский']",Russian,"['4,562 already enrolled!']","['100% online', 'Flexible deadlines', 'Approx. 23 hours to complete', 'Russian']",4.900000095367432,8,8,[],"['Две модели случайного графа', 'Теорема о пороговой вероятности для свойства связности', 'Вероятностный метод', 'Хроматическое число случайного графа']","['galois', 'enumerative-combinatorics']",https://www.coursera.org/learn/sluchajnye-graphy
1504,1504,sotsialnaya-set,"«Ловцы человеков» или социальные сети в медиа, бизнесе, рекрутинге и образовании","['Social Sciences', 'Economics']","Мир сильно изменился с тех времен, когда люди общались между собою с помощью писем на бумаге и с помощью голоса, теперь все мы, расставляем кому-то сети отношений и попадаем в них сами, все мы отныне живем в Сети Глобальной паутины.
В этом новом мире сетей старые приемы налаживания отношений не работают: журналистов печатных изданий не читают в бумажном варианте, маркетологи, делающие ставку только на офлайн-работу, разоряют компании, пиарщики и рекламисты лишаются офлайн-аудитории, HR-специалист, не умеющий работать в сетях, не получает достоверной информации о своих кандидатах.
Единственный выход для профессионала: идти в Сеть, «ищите и обрящете»!

Наш курс поможет вам узнать:
1.	Какие сети существуют и как меняется психология «человека виртуально-сетевого».
2.	Почему блоггеры испытывают от своей деятельности блОженство и что такое гражданская журналистика.
3.	Как работает френд-бизнес и как компании делают из потребителей союзников, советчиков и сотрудников.
4.	Как найти работу или работника в Сети.
5.	Как организовать виртуальную вечеринку или виртуальный конкурс.

Сертификат о прохождении данного курса дает дополнительные баллы при поступлении в магистратуру Национального исследовательского Томского государственного университета. Перечень магистерских программ находится по ссылке: https://pro-online.tsu.ru/edu/student/table.php","['Андрей Петрович Глухов (Andrey P. Glukhov)', 'Юлия Михайловна Стаховская (Yulia M. Stakhovskaya)', 'Гульнафист Алтаевна Окушова (Gulnafist A. Okushova)']",Russian,"['13,575 already enrolled!', '3,616 recent views']","['100% online', 'Flexible deadlines', 'Approx. 19 hours to complete', 'Russian']",4.199999809265137,12,12,[],"['О курсе: как стать ловцами человеков', 'Техноэволюция социальных платформ: от «электронных шкафов» (мэйнфреймов) к коллективному разуму социальных медиа', '«Сети всякие нужны, сети всякие важны» или Виртуальный self-made-man: многообразие сервисов социальных медиа и жизнь в «паблике»', 'Блоггинг: виртуальная блажь или новый инструмент репутационного менеджмента?', '«Лайкни меня» или френд-бизнес: принципы и формы организации SMM (social media marketing) и рекламы']","['economy-russia-transition', 'modern-art-ideas']",https://www.coursera.org/learn/sotsialnaya-set
1534,1534,stats-for-data-analysis,Построение выводов по данным,"['Data Science', 'Data Analysis']","Влияет ли знание методов анализа данных на уровень заработной платы? Работает ли система оценки кредитоспособности клиентов банка? Действительно ли новый баннер лучше старого? Чтобы ответить на такие вопросы, нужно собрать данные. Данные почти всегда содержат шум, поэтому утверждения, которые можно сделать на их основе, верны не всегда, а только с определённой вероятностью. Строить наиболее корректные выводы и численно оценивать степень уверенности в них помогают методы статистики. 

Как можно оценивать неизвестные параметры системы по небольшому количеству наблюдений? Как измерить точность таких оценок? Какие данные нужны, чтобы ответить на ваш вопрос, и на какие вопросы можно ответить с помощью уже имеющихся данных? Вы узнаете все, что нужно для успешного превращения данных в выводы — организация экспериментов, A/B-тестирование, универсальные методы оценки параметров и проверки гипотез, корреляции и причинно-следственные связи.

Задания и видео курса разработаны на Python 2.","['Evgeniy Riabenko', 'Evgeny Sokolov', 'Victor Kantor ', 'Emeli Dral ']",Russian,"['12,614 already enrolled!', '42,018 recent views']","['Course 4 of 6 in the', '100% online', 'Flexible deadlines', 'Advanced Level', 'Approx. 39 hours to complete', 'Russian']",4.699999809265137,101,101,"['A/B Testing', 'Data Analysis', 'Correlation And Dependence', 'Statistical Hypothesis Testing', 'Statistics']","['Интервалы и гипотезы', 'АБ-тестирование', 'Закономерности и зависимости', 'Неделя задач', 'Неделя задач: Lesson Choices']","['big-data-essentials', 'intro-to-deep-learning']",https://www.coursera.org/learn/stats-for-data-analysis
1552,1552,struktura-kapitala-kompanii,Структура капитала компании,"['Business', 'Finance']","В этом курсе вы получите комплексное современное представление о политике финансирования компании. Решения о привлечении капитала и выборе соотношения собственного и заемного капиталов мы рассмотрим как инструмент максимизации стоимости компании.  Курс входит в специализацию “Корпоративные финансы и стоимость компании”, включающую 5 связанных курсов, и необходим для выполнения заключительного прикладного проекта по специализации “Мастерство создания стоимости компании”.

Курс будет полезен всем, кто по роду своей деятельности  должен решать вопросы организации финансирования бизнеса, оценки его потенциального эффекта и допустимого уровня долговой нагрузки компании, структурирования  источников финансирования или занимается оценкой его стоимости. 

После успешного завершения курса вы будете знать, какие виды финансирования доступны компании, их преимущества, недостатки и способы получения; каковы современные тренды выбора уровня долговой нагрузки; как определяются цены на разнообразные финансовые ресурсы.  Вы сможете рассчитать затраты на собственный и заемный капитал, определить оптимальное соотношение заемного и собственного финансирования для конкретной компании на основе финансовой информации и использовать информацию с рынка капитала и о конкурентах для принятия решений об изменении уровня долговой нагрузки. 

Для эффективного освоения курса вам понадобятся знания о финансовой отчетности компании и построении денежных потоков, драйверах стоимости компании, приобретенные в работе над курсом  “Оценка стоимости компании”, открывающем  специализацию “Корпоративные финансы и стоимость компании”. 

В ходе курса вас ждут лекции, а также интервью с представителями компаний Sberbank CIB и UBS в России.  По итогам каждой недели вам необходимо будет решить тест, по итогам третьей недели вам также предстоит выполнить задание со взаимным оцениванием, а по окончании курса - итоговый экзамен.  Для окончания курса вам понадобится набрать проходной балл по всем оцениваемым заданиям.",['Кокорева Мария Сергеевна'],Russian,"['4,227 already enrolled!', '1,972 recent views']","['Course 2 of 6 in the', '100% online', 'Flexible deadlines', 'Approx. 17 hours to complete', 'Russian']",4.800000190734863,7,7,[],"['Введение', 'Анализ структуры капитала компании', 'Структура капитала и требуемая доходность: как дорого компании обходится собственный капитал?', 'Структура капитала и требуемая доходность: как дорого компании обходится финансирование?', 'Оптимальная структура капитала']","['economy-russia-transition', 'economics-transition-emerging-markets']",https://www.coursera.org/learn/struktura-kapitala-kompanii
1559,1559,supervised-learning,Обучение на размеченных данных,"['Data Science', 'Machine Learning']","Обучение на размеченных данных или обучение с учителем – это наиболее распространенный класс задач машинного обучения. К нему относятся те задачи, где нужно научиться предсказывать некоторую величину для любого объекта, имея конечное число примеров. Это может быть предсказание уровня пробок на участке дороги, определение возраста пользователя по его действиям в интернете, предсказание цены, по которой будет куплена подержанная машина.

В этом курсе вы научитесь формулировать и, конечно, решать такие задачи. В центре нашего внимания будут успешно применяемые на практике алгоритмы классификации и регрессии: линейные модели, нейронные сети, решающие деревья и так далее. Особый акцент мы сделаем на такой мощной технике как построение композиций, которая позволяет существенно повысить качество отдельных алгоритмов и широко используется при решении прикладных задач. В частности, мы узнаем про случайные леса и про метод градиентного бустинга.

Построение предсказывающих алгоритмов — это лишь часть работы при решении задачи анализа данных. Мы разберемся и с другими этапами: оценивание обобщающей способности алгоритмов, подбор параметров модели, выбор и подсчет метрик качества.

Задания и видео курса разработаны на Python 2.","['Evgeniy Riabenko', 'Evgeny Sokolov', 'Victor Kantor ', 'Emeli Dral ', 'Константин Воронцов']",Russian,"['20,656 already enrolled!', '93,421 recent views']","['Course 2 of 6 in the', '100% online', 'Flexible deadlines', 'Intermediate Level', 'Approx. 43 hours to complete', 'Russian']",4.800000190734863,249,249,"['Random Forest', 'Python Programming', 'Machine Learning', 'Supervised Learning']","['Машинное обучение и линейные модели', 'Борьба с переобучением и оценивание качества', 'Линейные модели: классификация и практические аспекты', 'Решающие деревья и композиции алгоритмов']","['big-data-essentials', 'intro-to-deep-learning']",https://www.coursera.org/learn/supervised-learning
1575,1575,systems-engineering-1,Искусство системного инжиниринга и менеджмента 2.0,"['Physical Science and Engineering', 'Research Methods']","Удивительным открытием последнего времени явилось понимание того, жизненные циклы  разных технических объектов и систем деятельности предприятия строятся хотя и по уникальным, но по подобным лекалам. Это позволило объединить и гармонизировать разнообразные науки – теорию систем и операций, системный инжиниринг, процессы проектирования и производства, кибернетику и теорию управления, научный менеджмент, информационные технологии предприятий в единую программу – Системы инжиниринга, менеджмента и управления 2.0 (лэндинг Программы 2.0: http://artofsystems.ru/).

Изучение Программы 2.0 формирует понимание сквозных закономерностей построения технологических  и производственных компонент современной и перспективной экономической цивилизации, упрощает изучение большого поля методов и расширяет кругозор, позволяет выпускникам строить ускоренные, разнообразные и конкурентоспособные деловые карьеры на основе синергии разнообразных компетенций. Можно говорить о том, что этот курс для амбициозных и любознательных инженеров-менеджеров настоящего, архитекторов будущего.",['Кондратьев Вячеслав Владимирович'],Russian,"['3,636 already enrolled!', '1,707 recent views']","['100% online', 'Flexible deadlines', 'Beginner Level', 'Approx. 18 hours to complete', 'Russian']",4.599999904632568,45,45,[],"['О программе 2.0 (Навстречу Model Based and Platform Based Digital Economy)', 'Введение в системный инжиниринг', 'Экономическая деятельность предприятия. Бизнес-инжиниринг', 'Инжиниринг предприятия. Системы менеджмента, системные конструкторы.']","['3d-models-virtual-reality', 'battery-state-of-charge']",https://www.coursera.org/learn/systems-engineering-1
1604,1604,teoriya-grafov,Теория графов,"['Math and Logic', 'Math and Logic']","Среди жителей Кёнигсберга была распространена такая практическая головоломка: можно ли пройти по всем мостам через реку Преголя, не проходя ни по одному из них дважды? В 1736 году выдающийся математик Леонард Эйлер заинтересовался задачей и в письме другу привел строгое доказательство того, что сделать это невозможно. В том же году он доказал замечательную формулу, которая связывает число вершин, граней и ребер многогранника в трехмерном пространстве. Формула таинственным образом верна и для графов, которые называются ""планарными"". Эти два результата заложили основу теории графов и неплохо иллюстрируют направление ее развития по сей день. 

Граф как математический объект оказался полезным во многих теоретических и практических задачах. Наверное, дело в том, что сложность его структуры хорошо отвечает возможностям нашего мозга: это структура наглядная и понятно устроенная, но, с другой стороны, достаточно богатая, чтобы улавливать многие нетривиальные явления. Если говорить о приложениях, то, конечно, сразу же на ум приходят большие сети: Интернет, карта дорог, покрытие мобильной связи и т.п. В основах поисковых машин, таких, как Yandex и Google, лежат алгоритмы на графах. Помимо computer science, графы активно используются в биоинформатике, химии, социологии.

Этот курс служит введением в современную теорию графов. Мы, конечно, обсудим классические задачи, но и поговорим про более недавние результаты и тенденции, например, про экстремальную теорию графов. 

Материал изложен с самых основ и на доступном языке. Целью этого курса является не только познакомить вас с вопросами и методами теории графов, но и развить у неподготовленных слушателей культуру математического мышления. Поэтому курс доступен широкому кругу слушателей. Для освоения материала будет достаточно знания математики на хорошем школьном уровне и базовых знаний комбинаторики.

Курс состоит из 7 учебных недель и экзамена. Для успешного решения большинства задач из тестов достаточно освоить материал, рассказанный на лекциях. На семинарах разбираются и более сложные задачи, которые смогут заинтересовать слушателя, уже знакомого с основами теории графов.","['Андрей Райгородский', 'Андрей Купавский']",Russian,"['19,296 already enrolled!', '11,402 recent views']","['100% online', 'Flexible deadlines', 'Approx. 22 hours to complete', 'Russian']",4.900000095367432,41,41,[],"['Введение. Базовые понятия теории графов', 'Эквивалентные определения дерева. Планарные графы', 'Формула Кэли. Унициклические графы. Эйлеровы циклы', 'Гамильтоновы циклы']","['galois', 'enumerative-combinatorics']",https://www.coursera.org/learn/teoriya-grafov
1605,1605,teoriya-smi,История и теория медиа (History and theory of media),"['Arts and Humanities', 'History']","Еще в конце 19 века исследователи обратили внимание на значимость роли медиа в социальных, политических, экономических, культурных процессах, а в 20 веке масс-медиа стали целой индустрией, производящей и воспроизводящей прообразы и репрезентации этих процессов, идеологии и картины мира. 21 век же ставит новые вопросы о том, что такое медиа и как они участвуют в формировании личности, конструировании социального пространства, политических режимов и в развитии экономики. 

Основная цель курса – сформировать базовые представления о развитии медиа и нарисовать карту обширного поля медиатеорий. В связи с этим он состоит из двух частей – первая посвящена истории развития медиасистем, а вторая рассматривает ключевые теории медиа.  

Первая часть курса знакомит с основными технологическими вехами в развитии медиа и в то же время позволяет увидеть историю медиа как историю развития социального института. Основное внимание уделяется развитию институтов медиа преимущественно с момента появления национальных государств в Западной Европе до настоящего момента.  Курс рассматривает роль, которую играют медиа в формировании национальных идентичностей, капиталистической экономики, представлений о гражданских свободах и т.д. Отдельный модуль посвящен истории цензуры, поскольку история медиа тесно связана с этим явлением. 

Вторая часть курса посвящена рассмотрению ключевых теоретических подходов к изучению медиа и коммуникаций, возникавших начиная с 1940-х годов и до сегодняшнего дня. Так, слушатели познакомятся с эмпирико-функционалистской и лингвистической группами медиа теорий, с идеями критической теории, парадигмой медиадетерминизма, теориями сетевого общества, с коммуникационным аспектом социологии технических инноваций, с микросоциальными теориями коммуникации, с изучением медиа в рамках направления cultural studies и политэкономии.",['Iliya Kiria'],Russian,"['7,764 already enrolled!', '3,735 recent views']","['100% online', 'Flexible deadlines', 'Beginner Level', 'Approx. 24 hours to complete', 'Russian']",4.599999904632568,17,17,[],"['Основные понятия курса', 'Коммуникация и общественные институты', 'История общественной сферы и контроля содержания', 'Социальная история медианосителей']","['modern-art-ideas', 'economy-russia-transition']",https://www.coursera.org/learn/teoriya-smi
1652,1652,unsupervised-learning,Поиск структуры в данных,"['Data Science', 'Machine Learning']","В машинном обучении встречаются задачи, где нужно изучить структуру данных, найти в них скрытые взаимосвязи и закономерности. Например, нам может понадобиться описать каждого клиента банка с помощью меньшего количества переменных — для этого можно использовать методы понижения размерности, основанные на матричных разложениях. Такие методы пытаются сформировать новые признаки на основе старых, сохранив как можно больше информации в данных. Другим примером может служить задача тематического моделирования, в которой для набора текстов нужно построить модель, объясняющую процесс формирования этих текстов из небольшого количества тем.

Такие задачи назвают обучением без учителя. В отличие от обучения с учителем, в них не предполагают восстановление зависимости между объектами и целевой переменной. 

Из этого курса вы узнаете об алгоритмах кластеризации данных, с помощью которых, например, можно искать группы схожих клиентов мобильного оператора. Вы научитесь строить матричные разложения и решать задачу тематического моделирования, понижать размерность данных, искать аномалии и визуализировать многомерные данные.

Задания и видео курса разработаны на Python 2.","['Evgeniy Riabenko', 'Evgeny Sokolov', 'Victor Kantor ', 'Emeli Dral ', 'Константин Воронцов']",Russian,"['13,088 already enrolled!', '41,597 recent views']","['Course 3 of 6 in the', '100% online', 'Flexible deadlines', 'Intermediate Level', 'Approx. 25 hours to complete', 'Russian']",4.699999809265137,109,109,"['Topic Model', 'Data Clustering Algorithms', 'Machine Learning', 'Data Visualization (DataViz)']","['Кластеризация', 'Понижение размерности и матричные разложения', 'Визуализация и поиск аномалий', 'Тематическое моделирование']","['big-data-essentials', 'intro-to-deep-learning']",https://www.coursera.org/learn/unsupervised-learning
